初中学校,招生学校,录取最低分     (含学业考总成绩和综合素质评价成绩),是否同分优待,末位录取考生成绩,末位录取考生成绩,末位录取考生成绩,末位录取考生成绩
上海市黄浦区教育学院附属中山学校,上海市敬业中学,699,否,374.5,115,125,133
上海市黄浦区教育学院附属中山学校,上海市卢湾高级中学,691.5,否,368,109,126,128
上海市黄浦区教育学院附属中山学校,上海交通大学附属中学,747,否,411,138,132,147
上海民办永昌学校,上海市格致中学,740,否,407.5,130,134,139
上海民办永昌学校,上海市格致中学（奉贤校区）,724.5,否,396.5,121,132,134
上海民办永昌学校,上海市大同中学,747.5,否,416,137,134,133
上海民办永昌学校,上海市向明中学,712,否,391,135,121,128
上海民办永昌学校,上海市向明中学（浦江校区）,719.5,否,394,130,124,135
上海民办永昌学校,上海外国语大学附属大境中学,700,否,388.5,115,129,122
上海民办永昌学校,上海市光明中学,658,否,358,109,113,114
上海民办永昌学校,上海市敬业中学,695.5,否,387,113,130,117
上海民办永昌学校,上海市卢湾高级中学,679,否,376.5,125,119,118
上海民办永昌学校,华东师范大学第二附属中学,756.5,否,417.5,142,130,143
上海康德双语实验学校,上海市格致中学,724.5,否,405,136,127,132
上海康德双语实验学校,上海市大同中学,672,否,352.5,94,120,129
上海市大同初级中学（原黄浦学校）,上海市格致中学,745.5,否,409,139,129,144
上海市大同初级中学（原黄浦学校）,上海市格致中学（奉贤校区）,668.5,否,345.5,113,120,133
上海市大同初级中学（原黄浦学校）,上海市大同中学,732.5,否,400.5,119,136,138
上海市大同初级中学（原黄浦学校）,上海市向明中学,720,否,391,132,121,136
上海市大同初级中学（原黄浦学校）,上海市向明中学（浦江校区）,708.5,否,388,125,128,128
上海市大同初级中学（原黄浦学校）,上海外国语大学附属大境中学,715,否,387,127,124,133
上海市大同初级中学（原黄浦学校）,上海市光明中学,689,否,368.5,109,127,132
上海市大同初级中学（原黄浦学校）,上海市敬业中学,706.5,否,377,122,130,139
上海市大同初级中学（原黄浦学校）,上海市卢湾高级中学,687.5,否,380,119,123,115
