school_id,school_name,school_district_id,school_district_name,target_district_id,target_district_name,cutoff_score_2024
341,上海市民办交大南洋中学,13,金山区,2,黄浦区,566.00
341,上海市民办交大南洋中学,13,金山区,3,徐汇区,597.50
341,上海市民办交大南洋中学,13,金山区,4,长宁区,540.50
341,上海市民办交大南洋中学,13,金山区,5,静安区,568.00
341,上海市民办交大南洋中学,13,金山区,6,普陀区,556.00
341,上海市民办交大南洋中学,13,金山区,8,杨浦区,554.00
341,上海市民办交大南洋中学,13,金山区,9,闵行区,581.50
341,上海市民办交大南洋中学,13,金山区,10,宝山区,559.50
341,上海市民办交大南洋中学,13,金山区,11,嘉定区,579.50
341,上海市民办交大南洋中学,13,金山区,12,浦东新区,582.50
341,上海市民办交大南洋中学,13,金山区,14,松江区,554.00
341,上海市民办交大南洋中学,13,金山区,15,青浦区,571.50
341,上海市民办交大南洋中学,13,金山区,16,奉贤区,581.00
341,上海市民办交大南洋中学,13,金山区,17,崇明区,518.00
342,上海美达菲双语高级中学,16,奉贤区,2,黄浦区,534.00
342,上海美达菲双语高级中学,16,奉贤区,4,长宁区,530.00
342,上海美达菲双语高级中学,16,奉贤区,5,静安区,541.00
342,上海美达菲双语高级中学,16,奉贤区,6,普陀区,533.50
342,上海美达菲双语高级中学,16,奉贤区,8,杨浦区,518.00
342,上海美达菲双语高级中学,16,奉贤区,9,闵行区,571.50
342,上海美达菲双语高级中学,16,奉贤区,10,宝山区,518.00
342,上海美达菲双语高级中学,16,奉贤区,11,嘉定区,518.00
342,上海美达菲双语高级中学,16,奉贤区,12,浦东新区,524.50
342,上海美达菲双语高级中学,16,奉贤区,14,松江区,524.50
342,上海美达菲双语高级中学,16,奉贤区,15,青浦区,539.00
342,上海美达菲双语高级中学,16,奉贤区,17,崇明区,518.00
